Data_Referencia,Codi_Districte,Nom_Districte,Codi_Barri,Nom_Barri,AEB,Seccio_Censal,Valor
2020-01-01,1,Ciutat Vella,1,el Raval,1,1001,1289
2020-01-01,1,Ciutat Vella,1,el Raval,1,1002,1469
2020-01-01,1,Ciutat Vella,1,el Raval,2,1003,3699
2020-01-01,1,Ciutat Vella,1,el Raval,2,1004,2935
2020-01-01,1,Ciutat Vella,1,el Raval,3,1005,2389
2020-01-01,1,Ciutat Vella,1,el Raval,3,1006,1545
2020-01-01,1,Ciutat Vella,1,el Raval,3,1007,1994
2020-01-01,1,Ciutat Vella,1,el Raval,4,1008,3278
2020-01-01,1,Ciutat Vella,1,el Raval,4,1009,2253
2020-01-01,1,Ciutat Vella,1,el Raval,4,1010,2439
2020-01-01,1,Ciutat Vella,1,el Raval,5,1011,3216
2020-01-01,1,Ciutat Vella,1,el Raval,5,1012,1938
2020-01-01,1,Ciutat Vella,1,el Raval,5,1013,1438
2020-01-01,1,Ciutat Vella,1,el Raval,6,1014,2126
2020-01-01,1,Ciutat Vella,1,el Raval,6,1015,2385
2020-01-01,1,Ciutat Vella,1,el Raval,6,1016,2207
2020-01-01,1,Ciutat Vella,1,el Raval,6,1017,2639
2020-01-01,1,Ciutat Vella,1,el Raval,7,1018,1597
2020-01-01,1,Ciutat Vella,1,el Raval,7,1019,2977
2020-01-01,1,Ciutat Vella,1,el Raval,7,1020,2179
2020-01-01,1,Ciutat Vella,1,el Raval,8,1021,2188
2020-01-01,1,Ciutat Vella,2,el Barri Gòtic,9,1022,1432
2020-01-01,1,Ciutat Vella,2,el Barri Gòtic,9,1023,2116
2020-01-01,1,Ciutat Vella,2,el Barri Gòtic,10,1025,1357
2020-01-01,1,Ciutat Vella,2,el Barri Gòtic,10,1026,7840
2020-01-01,1,Ciutat Vella,2,el Barri Gòtic,10,1027,1587
2020-01-01,1,Ciutat Vella,2,el Barri Gòtic,11,1028,1917
2020-01-01,1,Ciutat Vella,2,el Barri Gòtic,11,1029,1467
2020-01-01,1,Ciutat Vella,2,el Barri Gòtic,12,1030,2431
2020-01-01,1,Ciutat Vella,2,el Barri Gòtic,12,1031,1568
2020-01-01,1,Ciutat Vella,3,la Barceloneta,13,1032,1822
2020-01-01,1,Ciutat Vella,3,la Barceloneta,13,1033,1114
2020-01-01,1,Ciutat Vella,3,la Barceloneta,13,1034,948
2020-01-01,1,Ciutat Vella,3,la Barceloneta,14,1035,1274
2020-01-01,1,Ciutat Vella,3,la Barceloneta,14,1036,1198
2020-01-01,1,Ciutat Vella,3,la Barceloneta,15,1037,1421
2020-01-01,1,Ciutat Vella,3,la Barceloneta,15,1038,1526
2020-01-01,1,Ciutat Vella,3,la Barceloneta,15,1039,1352
