Any,Codi_Districte,Nom_Districte,Codi_Barri,Nom_Barri,Seccio_Censal,Import_Euros
2015-01-01,2,Eixample,7,la Dreta de l'Eixample,68,21815.1
2015-01-01,2,Eixample,7,la Dreta de l'Eixample,69,25067.92
2015-01-01,2,Eixample,7,la Dreta de l'Eixample,70,25928.96
2015-01-01,2,Eixample,7,la Dreta de l'Eixample,71,26295.21
2015-01-01,2,Eixample,7,la Dreta de l'Eixample,72,28625.85
2015-01-01,2,Eixample,7,la Dreta de l'Eixample,73,25848.28
2015-01-01,2,Eixample,7,la Dreta de l'Eixample,74,25585.06
2015-01-01,2,Eixample,7,la Dreta de l'Eixample,75,22958.09
2015-01-01,2,Eixample,7,la Dreta de l'Eixample,76,26365.4
2015-01-01,2,Eixample,7,la Dreta de l'Eixample,77,29675.9
2015-01-01,2,Eixample,7,la Dreta de l'Eixample,78,29646.92
2015-01-01,2,Eixample,7,la Dreta de l'Eixample,79,36424.87
2015-01-01,2,Eixample,7,la Dreta de l'Eixample,80,30745.03
2015-01-01,2,Eixample,7,la Dreta de l'Eixample,81,28166.77
2015-01-01,2,Eixample,7,la Dreta de l'Eixample,82,27273.72
2015-01-01,2,Eixample,7,la Dreta de l'Eixample,83,28788.26
2015-01-01,2,Eixample,8,l'Antiga Esquerra de l'Eixample,84,25060.52
2015-01-01,2,Eixample,8,l'Antiga Esquerra de l'Eixample,85,24876.46
2015-01-01,2,Eixample,8,l'Antiga Esquerra de l'Eixample,86,26413.57
2015-01-01,2,Eixample,8,l'Antiga Esquerra de l'Eixample,87,24677.99
2015-01-01,2,Eixample,8,l'Antiga Esquerra de l'Eixample,88,24679.98
2015-01-01,2,Eixample,8,l'Antiga Esquerra de l'Eixample,89,23344.1
2015-01-01,2,Eixample,8,l'Antiga Esquerra de l'Eixample,90,23246.14
2015-01-01,2,Eixample,8,l'Antiga Esquerra de l'Eixample,91,22850.44
2015-01-01,2,Eixample,8,l'Antiga Esquerra de l'Eixample,92,22986.63
2015-01-01,2,Eixample,8,l'Antiga Esquerra de l'Eixample,93,24269.4
2015-01-01,2,Eixample,8,l'Antiga Esquerra de l'Eixample,94,24702.74
2015-01-01,2,Eixample,8,l'Antiga Esquerra de l'Eixample,95,23098.26
2015-01-01,2,Eixample,8,l'Antiga Esquerra de l'Eixample,96,21471.81
2015-01-01,2,Eixample,8,l'Antiga Esquerra de l'Eixample,97,20330.15
2015-01-01,2,Eixample,8,l'Antiga Esquerra de l'Eixample,98,22390.36
2015-01-01,2,Eixample,8,l'Antiga Esquerra de l'Eixample,99,25312.37
2015-01-01,2,Eixample,8,l'Antiga Esquerra de l'Eixample,100,24787.94
2015-01-01,2,Eixample,8,l'Antiga Esquerra de l'Eixample,101,22872.34
2015-01-01,2,Eixample,8,l'Antiga Esquerra de l'Eixample,102,26299.91
2015-01-01,2,Eixample,8,l'Antiga Esquerra de l'Eixample,103,20297.82
2015-01-01,2,Eixample,8,l'Antiga Esquerra de l'Eixample,104,26081.98
2015-01-01,2,Eixample,8,l'Antiga Esquerra de l'Eixample,105,21348.73
2015-01-01,2,Eixample,8,l'Antiga Esquerra de l'Eixample,106,26739.9
2015-01-01,2,Eixample,8,l'Antiga Esquerra de l'Eixample,107,27256.17
2015-01-01,2,Eixample,8,l'Antiga Esquerra de l'Eixample,108,27626.37
2015-01-01,2,Eixample,8,l'Antiga Esquerra de l'Eixample,109,28261.69
2015-01-01,2,Eixample,9,la Nova Esquerra de l'Eixample,110,22971.83
2015-01-01,2,Eixample,9,la Nova Esquerra de l'Eixample,111,24583.45
2015-01-01,2,Eixample,9,la Nova Esquerra de l'Eixample,112,26864.25
2015-01-01,2,Eixample,9,la Nova Esquerra de l'Eixample,113,27500.54
2015-01-01,2,Eixample,9,la Nova Esquerra de l'Eixample,114,24335.91
2015-01-01,2,Eixample,9,la Nova Esquerra de l'Eixample,115,20941.96
2015-01-01,2,Eixample,9,la Nova Esquerra de l'Eixample,116,26310.25
2015-01-01,2,Eixample,9,la Nova Esquerra de l'Eixample,117,24008.55
2015-01-01,2,Eixample,9,la Nova Esquerra de l'Eixample,118,26398.83
2015-01-01,2,Eixample,9,la Nova Esquerra de l'Eixample,119,23801.28
2015-01-01,2,Eixample,9,la Nova Esquerra de l'Eixample,120,22907.18
2015-01-01,2,Eixample,9,la Nova Esquerra de l'Eixample,121,23792.71
2015-01-01,2,Eixample,9,la Nova Esquerra de l'Eixample,122,28062.64
2015-01-01,2,Eixample,9,la Nova Esquerra de l'Eixample,123,22615.01
2015-01-01,2,Eixample,9,la Nova Esquerra de l'Eixample,124,25315.6
2015-01-01,2,Eixample,9,la Nova Esquerra de l'Eixample,125,23209.94
2015-01-01,2,Eixample,9,la Nova Esquerra de l'Eixample,126,22718.38
2015-01-01,2,Eixample,9,la Nova Esquerra de l'Eixample,127,22755.62
2015-01-01,2,Eixample,9,la Nova Esquerra de l'Eixample,128,21174.05
2015-01-01,2,Eixample,9,la Nova Esquerra de l'Eixample,129,23077.48
2015-01-01,2,Eixample,9,la Nova Esquerra de l'Eixample,130,31967.46
2015-01-01,2,Eixample,9,la Nova Esquerra de l'Eixample,131,22093.61
2015-01-01,2,Eixample,9,la Nova Esquerra de l'Eixample,132,21701.29
2015-01-01,2,Eixample,9,la Nova Esquerra de l'Eixample,133,23933.79
2015-01-01,2,Eixample,9,la Nova Esquerra de l'Eixample,134,21568.29
2015-01-01,2,Eixample,9,la Nova Esquerra de l'Eixample,135,20522.44
2015-01-01,2,Eixample,9,la Nova Esquerra de l'Eixample,136,25036.49
2015-01-01,2,Eixample,9,la Nova Esquerra de l'Eixample,137,20176.76
2015-01-01,2,Eixample,9,la Nova Esquerra de l'Eixample,138,23433.2
2015-01-01,2,Eixample,9,la Nova Esquerra de l'Eixample,139,20468.54
2015-01-01,2,Eixample,9,la Nova Esquerra de l'Eixample,140,22745.07
2015-01-01,2,Eixample,9,la Nova Esquerra de l'Eixample,141,21248.17
2015-01-01,2,Eixample,9,la Nova Esquerra de l'Eixample,142,18816.41
2015-01-01,2,Eixample,9,la Nova Esquerra de l'Eixample,143,22525.84
2015-01-01,2,Eixample,9,la Nova Esquerra de l'Eixample,144,22874.6
2015-01-01,2,Eixample,9,la Nova Esquerra de l'Eixample,145,21771.44
2015-01-01,2,Eixample,9,la Nova Esquerra de l'Eixample,146,21301.68
2015-01-01,2,Eixample,9,la Nova Esquerra de l'Eixample,147,19900.04
2015-01-01,2,Eixample,9,la Nova Esquerra de l'Eixample,148,22424.1
2015-01-01,2,Eixample,9,la Nova Esquerra de l'Eixample,149,20421.58
2015-01-01,2,Eixample,10,Sant Antoni,150,18633.69
2015-01-01,2,Eixample,10,Sant Antoni,151,20733.25
2015-01-01,2,Eixample,10,Sant Antoni,152,23734.88
2015-01-01,2,Eixample,10,Sant Antoni,153,22171.89
2015-01-01,2,Eixample,10,Sant Antoni,154,17906.97
2015-01-01,2,Eixample,10,Sant Antoni,155,18564.54
2015-01-01,2,Eixample,10,Sant Antoni,156,20078.75
2015-01-01,2,Eixample,10,Sant Antoni,157,18938.86
2015-01-01,2,Eixample,10,Sant Antoni,158,22634.84
2015-01-01,2,Eixample,10,Sant Antoni,159,20904.53
2015-01-01,2,Eixample,10,Sant Antoni,160,22403.48
2015-01-01,2,Eixample,10,Sant Antoni,161,20700.97
2015-01-01,2,Eixample,10,Sant Antoni,162,19032.64
2015-01-01,2,Eixample,10,Sant Antoni,163,22853.73
2015-01-01,2,Eixample,10,Sant Antoni,164,21913.48
2015-01-01,2,Eixample,10,Sant Antoni,165,21345.86
2015-01-01,2,Eixample,10,Sant Antoni,166,19743.36
2015-01-01,2,Eixample,10,Sant Antoni,167,20843.5
2015-01-01,2,Eixample,10,Sant Antoni,168,20891.36
2015-01-01,2,Eixample,10,Sant Antoni,169,18761.37
2015-01-01,2,Eixample,10,Sant Antoni,170,18176.14
2015-01-01,2,Eixample,10,Sant Antoni,171,18281.36
2015-01-01,2,Eixample,10,Sant Antoni,172,18302.36
2015-01-01,2,Eixample,10,Sant Antoni,173,20294.18
2015-01-01,3,Sants-Montjuïc,11,el Poble Sec - AEI Parc Montjuïc,1,16829.02
2015-01-01,3,Sants-Montjuïc,11,el Poble Sec - AEI Parc Montjuïc,2,15029.18
2015-01-01,3,Sants-Montjuïc,11,el Poble Sec - AEI Parc Montjuïc,3,14704.2
2015-01-01,3,Sants-Montjuïc,11,el Poble Sec - AEI Parc Montjuïc,4,18589.48
2015-01-01,3,Sants-Montjuïc,11,el Poble Sec - AEI Parc Montjuïc,5,15889.4
2015-01-01,3,Sants-Montjuïc,11,el Poble Sec - AEI Parc Montjuïc,6,14751.28
2015-01-01,3,Sants-Montjuïc,11,el Poble Sec - AEI Parc Montjuïc,7,14965.85
2015-01-01,3,Sants-Montjuïc,11,el Poble Sec - AEI Parc Montjuïc,8,14186.8
2015-01-01,3,Sants-Montjuïc,11,el Poble Sec - AEI Parc Montjuïc,9,16291.93
2015-01-01,3,Sants-Montjuïc,11,el Poble Sec - AEI Parc Montjuïc,10,14716.58
2015-01-01,3,Sants-Montjuïc,11,el Poble Sec - AEI Parc Montjuïc,11,13084.99
2015-01-01,3,Sants-Montjuïc,11,el Poble Sec - AEI Parc Montjuïc,12,15411.24
2015-01-01,3,Sants-Montjuïc,11,el Poble Sec - AEI Parc Montjuïc,13,13375.1
2015-01-01,3,Sants-Montjuïc,11,el Poble Sec - AEI Parc Montjuïc,14,13018.63
2015-01-01,3,Sants-Montjuïc,11,el Poble Sec - AEI Parc Montjuïc,15,14180.63
2015-01-01,3,Sants-Montjuïc,11,el Poble Sec - AEI Parc Montjuïc,16,12675.53
2015-01-01,3,Sants-Montjuïc,11,el Poble Sec - AEI Parc Montjuïc,17,13393.02
2015-01-01,3,Sants-Montjuïc,11,el Poble Sec - AEI Parc Montjuïc,18,14909.69
2015-01-01,3,Sants-Montjuïc,11,el Poble Sec - AEI Parc Montjuïc,19,14656.56
2015-01-01,3,Sants-Montjuïc,11,el Poble Sec - AEI Parc Montjuïc,20,17977.7
2015-01-01,3,Sants-Montjuïc,11,el Poble Sec - AEI Parc Montjuïc,21,18285.22
2015-01-01,3,Sants-Montjuïc,11,el Poble Sec - AEI Parc Montjuïc,22,16618.43
2015-01-01,3,Sants-Montjuïc,11,el Poble Sec - AEI Parc Montjuïc,23,13616.47
2015-01-01,3,Sants-Montjuïc,11,el Poble Sec - AEI Parc Montjuïc,24,15197.78
2015-01-01,3,Sants-Montjuïc,12,la Marina del Prat Vermell - AEI Zona Franca,25,12101.96
2015-01-01,3,Sants-Montjuïc,13,la Marina de Port,26,17309.42
2015-01-01,3,Sants-Montjuïc,13,la Marina de Port,27,17399.38
2015-01-01,3,Sants-Montjuïc,13,la Marina de Port,28,20630.08
2015-01-01,3,Sants-Montjuïc,13,la Marina de Port,29,14683.87
2015-01-01,3,Sants-Montjuïc,13,la Marina de Port,30,16820.83
2015-01-01,3,Sants-Montjuïc,13,la Marina de Port,31,15543.58
2015-01-01,3,Sants-Montjuïc,13,la Marina de Port,32,13992.97
2015-01-01,3,Sants-Montjuïc,13,la Marina de Port,33,12117.26
2015-01-01,3,Sants-Montjuïc,13,la Marina de Port,34,16314.08
2015-01-01,3,Sants-Montjuïc,13,la Marina de Port,35,16814.48
2015-01-01,3,Sants-Montjuïc,13,la Marina de Port,36,18941.82
2015-01-01,3,Sants-Montjuïc,13,la Marina de Port,37,16882.32
2015-01-01,3,Sants-Montjuïc,13,la Marina de Port,38,11635.08
2015-01-01,3,Sants-Montjuïc,13,la Marina de Port,39,12378.26
2015-01-01,3,Sants-Montjuïc,14,la Font de la Guatlla,40,22067.53
2015-01-01,3,Sants-Montjuïc,14,la Font de la Guatlla,41,17132.59
2015-01-01,3,Sants-Montjuïc,14,la Font de la Guatlla,42,16825.28
2015-01-01,3,Sants-Montjuïc,14,la Font de la Guatlla,43,18246.53
2015-01-01,3,Sants-Montjuïc,14,la Font de la Guatlla,44,16843.25
2015-01-01,3,Sants-Montjuïc,14,la Font de la Guatlla,45,19420.94
2015-01-01,3,Sants-Montjuïc,14,la Font de la Guatlla,46,23273.8
2015-01-01,3,Sants-Montjuïc,15,Hostafrancs,47,17206.59
2015-01-01,3,Sants-Montjuïc,15,Hostafrancs,48,22192.66
2015-01-01,3,Sants-Montjuïc,15,Hostafrancs,49,18985.53
2015-01-01,3,Sants-Montjuïc,15,Hostafrancs,50,19048.61
2015-01-01,3,Sants-Montjuïc,15,Hostafrancs,51,16067.47
2015-01-01,3,Sants-Montjuïc,15,Hostafrancs,52,15592.9
2015-01-01,3,Sants-Montjuïc,15,Hostafrancs,53,16414.01
2015-01-01,3,Sants-Montjuïc,15,Hostafrancs,54,19544.44
2015-01-01,3,Sants-Montjuïc,15,Hostafrancs,55,18529.14
2015-01-01,3,Sants-Montjuïc,15,Hostafrancs,56,19431.29
2015-01-01,3,Sants-Montjuïc,16,la Bordeta,57,17319.3
2015-01-01,3,Sants-Montjuïc,16,la Bordeta,58,21221.1
2015-01-01,3,Sants-Montjuïc,16,la Bordeta,59,16724.5
2015-01-01,3,Sants-Montjuïc,16,la Bordeta,60,19778.17
2015-01-01,3,Sants-Montjuïc,16,la Bordeta,61,17158.36
2015-01-01,3,Sants-Montjuïc,16,la Bordeta,62,17754.28
2015-01-01,3,Sants-Montjuïc,16,la Bordeta,63,16415.35
2015-01-01,3,Sants-Montjuïc,16,la Bordeta,64,18987.8
2015-01-01,3,Sants-Montjuïc,16,la Bordeta,65,19156.06
2015-01-01,3,Sants-Montjuïc,16,la Bordeta,66,17989.92
2015-01-01,3,Sants-Montjuïc,16,la Bordeta,67,18401.82
2015-01-01,3,Sants-Montjuïc,16,la Bordeta,68,18058.9
2015-01-01,3,Sants-Montjuïc,16,la Bordeta,69,19542.08
2015-01-01,3,Sants-Montjuïc,17,Sants - Badal,70,16299.34
2015-01-01,3,Sants-Montjuïc,17,Sants - Badal,71,15646.45
2015-01-01,3,Sants-Montjuïc,17,Sants - Badal,72,16150.14
2015-01-01,3,Sants-Montjuïc,17,Sants - Badal,73,19246.48
2015-01-01,3,Sants-Montjuïc,17,Sants - Badal,74,17550.42
2015-01-01,3,Sants-Montjuïc,17,Sants - Badal,75,17517.94
2015-01-01,3,Sants-Montjuïc,17,Sants - Badal,76,17800.03
2015-01-01,3,Sants-Montjuïc,17,Sants - Badal,77,17748.1
2015-01-01,3,Sants-Montjuïc,17,Sants - Badal,78,17694.07
2015-01-01,3,Sants-Montjuïc,17,Sants - Badal,79,15484.18
2015-01-01,3,Sants-Montjuïc,17,Sants - Badal,80,18396.57
2015-01-01,3,Sants-Montjuïc,17,Sants - Badal,81,18913.65
2015-01-01,3,Sants-Montjuïc,17,Sants - Badal,82,21374.91
2015-01-01,3,Sants-Montjuïc,17,Sants - Badal,83,22490.48
2015-01-01,3,Sants-Montjuïc,17,Sants - Badal,84,19882.6
2015-01-01,3,Sants-Montjuïc,17,Sants - Badal,85,18864.87
2015-01-01,3,Sants-Montjuïc,18,Sants,86,25384.0
2015-01-01,3,Sants-Montjuïc,18,Sants,87,22500.91
2015-01-01,3,Sants-Montjuïc,18,Sants,88,19228.95
2015-01-01,3,Sants-Montjuïc,18,Sants,89,22674.44
2015-01-01,3,Sants-Montjuïc,18,Sants,90,24850.1
2015-01-01,3,Sants-Montjuïc,18,Sants,91,20359.85
2015-01-01,3,Sants-Montjuïc,18,Sants,92,18927.69
2015-01-01,3,Sants-Montjuïc,18,Sants,93,20445.05
2015-01-01,3,Sants-Montjuïc,18,Sants,94,21516.31
2015-01-01,3,Sants-Montjuïc,18,Sants,95,18973.34
2015-01-01,3,Sants-Montjuïc,18,Sants,96,17281.21
2015-01-01,3,Sants-Montjuïc,18,Sants,97,12618.89
2015-01-01,3,Sants-Montjuïc,18,Sants,98,16168.78
2015-01-01,3,Sants-Montjuïc,18,Sants,99,18404.99
2015-01-01,3,Sants-Montjuïc,18,Sants,100,18315.47
2015-01-01,3,Sants-Montjuïc,18,Sants,101,17229.73
2015-01-01,3,Sants-Montjuïc,18,Sants,102,19741.04
2015-01-01,3,Sants-Montjuïc,18,Sants,103,19462.97
2015-01-01,3,Sants-Montjuïc,18,Sants,104,17834.66
2015-01-01,3,Sants-Montjuïc,18,Sants,105,17139.27
2015-01-01,3,Sants-Montjuïc,18,Sants,106,18170.41
2015-01-01,3,Sants-Montjuïc,18,Sants,107,21569.96
2015-01-01,3,Sants-Montjuïc,18,Sants,108,18011.1
2015-01-01,3,Sants-Montjuïc,18,Sants,109,19233.32
2015-01-01,3,Sants-Montjuïc,18,Sants,110,20498.01
2015-01-01,3,Sants-Montjuïc,18,Sants,111,19430.66
2015-01-01,3,Sants-Montjuïc,18,Sants,112,23416.32
2015-01-01,3,Sants-Montjuïc,18,Sants,113,25621.54
2015-01-01,3,Sants-Montjuïc,18,Sants,114,24234.11
2015-01-01,3,Sants-Montjuïc,13,la Marina de Port,211,17411.25
2015-01-01,3,Sants-Montjuïc,13,la Marina de Port,212,15766.0
2015-01-01,3,Sants-Montjuïc,13,la Marina de Port,213,12802.72
2015-01-01,4,Les Corts,19,les Corts,1,22413.63
2015-01-01,4,Les Corts,19,les Corts,2,26661.48
2015-01-01,4,Les Corts,19,les Corts,3,23494.2
2015-01-01,4,Les Corts,19,les Corts,4,23410.39
2015-01-01,4,Les Corts,19,les Corts,5,23464.88
2015-01-01,4,Les Corts,19,les Corts,6,22892.4
2015-01-01,4,Les Corts,19,les Corts,7,19998.37
2015-01-01,4,Les Corts,19,les Corts,8,21170.59
2015-01-01,4,Les Corts,19,les Corts,9,22903.58
2015-01-01,4,Les Corts,19,les Corts,10,25548.77
2015-01-01,4,Les Corts,19,les Corts,11,28039.43
2015-01-01,4,Les Corts,19,les Corts,12,25141.9
2015-01-01,4,Les Corts,19,les Corts,13,26871.04
2015-01-01,4,Les Corts,19,les Corts,14,26488.03
2015-01-01,4,Les Corts,19,les Corts,15,26703.19
2015-01-01,4,Les Corts,19,les Corts,16,26292.24
2015-01-01,4,Les Corts,19,les Corts,17,25900.21
2015-01-01,4,Les Corts,19,les Corts,18,26671.43
2015-01-01,4,Les Corts,19,les Corts,19,30109.4
2015-01-01,4,Les Corts,19,les Corts,20,25693.34
2015-01-01,4,Les Corts,19,les Corts,21,30423.46
2015-01-01,4,Les Corts,19,les Corts,22,26098.53
2015-01-01,4,Les Corts,19,les Corts,23,36885.32
2015-01-01,4,Les Corts,19,les Corts,24,36698.08
2015-01-01,4,Les Corts,19,les Corts,25,24204.95
2015-01-01,4,Les Corts,19,les Corts,26,24321.7
2015-01-01,4,Les Corts,19,les Corts,27,26078.67
2015-01-01,4,Les Corts,19,les Corts,28,24087.21
2015-01-01,4,Les Corts,19,les Corts,29,27753.43
2015-01-01,4,Les Corts,19,les Corts,30,27767.89
2015-01-01,4,Les Corts,19,les Corts,31,20205.38
2015-01-01,4,Les Corts,19,les Corts,32,23584.13
2015-01-01,4,Les Corts,19,les Corts,33,22198.16
2015-01-01,4,Les Corts,19,les Corts,34,28846.07
2015-01-01,4,Les Corts,19,les Corts,35,26992.28
2015-01-01,4,Les Corts,20,la Maternitat i Sant Ramon,36,18345.82
2015-01-01,4,Les Corts,20,la Maternitat i Sant Ramon,37,22834.96
