Any,Codi_Districte,Nom_Districte,Codi_Barri,Nom_Barri,Seccio_Censal,Import_Euros
2018-01-01,1,Ciutat Vella,1,el Raval,1,13644.6
2018-01-01,1,Ciutat Vella,1,el Raval,2,10778.13
2018-01-01,1,Ciutat Vella,1,el Raval,3,11095.77
2018-01-01,1,Ciutat Vella,1,el Raval,4,14219.35
2018-01-01,1,Ciutat Vella,1,el Raval,5,11433.19
2018-01-01,1,Ciutat Vella,1,el Raval,6,13714.35
2018-01-01,1,Ciutat Vella,1,el Raval,7,12283.46
2018-01-01,1,Ciutat Vella,1,el Raval,8,9574.15
2018-01-01,1,Ciutat Vella,1,el Raval,9,11756.99
2018-01-01,1,Ciutat Vella,1,el Raval,10,10404.32
2018-01-01,1,Ciutat Vella,1,el Raval,11,10203.05
2018-01-01,1,Ciutat Vella,1,el Raval,12,12708.75
2018-01-01,1,Ciutat Vella,1,el Raval,13,13624.59
2018-01-01,1,Ciutat Vella,1,el Raval,14,12179.01
2018-01-01,1,Ciutat Vella,1,el Raval,15,12208.99
2018-01-01,1,Ciutat Vella,1,el Raval,16,11920.52
2018-01-01,1,Ciutat Vella,1,el Raval,17,11642.85
2018-01-01,1,Ciutat Vella,1,el Raval,18,12197.44
2018-01-01,1,Ciutat Vella,1,el Raval,19,11871.64
2018-01-01,1,Ciutat Vella,1,el Raval,20,18453.26
2018-01-01,1,Ciutat Vella,1,el Raval,21,18261.41
2018-01-01,1,Ciutat Vella,2,el Barri Gòtic,22,22375.78
2018-01-01,1,Ciutat Vella,2,el Barri Gòtic,23,17984.64
2018-01-01,1,Ciutat Vella,2,el Barri Gòtic,25,17766.53
2018-01-01,1,Ciutat Vella,2,el Barri Gòtic,26,17436.88
2018-01-01,1,Ciutat Vella,2,el Barri Gòtic,27,15468.09
2018-01-01,1,Ciutat Vella,2,el Barri Gòtic,28,16021.6
2018-01-01,1,Ciutat Vella,2,el Barri Gòtic,29,14302.89
2018-01-01,1,Ciutat Vella,2,el Barri Gòtic,30,13575.95
2018-01-01,1,Ciutat Vella,2,el Barri Gòtic,31,15958.65
2018-01-01,1,Ciutat Vella,3,la Barceloneta,32,17396.51
2018-01-01,1,Ciutat Vella,3,la Barceloneta,33,14017.4
2018-01-01,1,Ciutat Vella,3,la Barceloneta,34,15190.78
2018-01-01,1,Ciutat Vella,3,la Barceloneta,35,14948.94
2018-01-01,1,Ciutat Vella,3,la Barceloneta,36,15741.41
2018-01-01,1,Ciutat Vella,3,la Barceloneta,37,15520.57
2018-01-01,1,Ciutat Vella,3,la Barceloneta,38,14818.51
2018-01-01,1,Ciutat Vella,3,la Barceloneta,39,16458.94
2018-01-01,1,Ciutat Vella,3,la Barceloneta,40,17225.21
2018-01-01,1,Ciutat Vella,3,la Barceloneta,41,14475.81
2018-01-01,1,Ciutat Vella,3,la Barceloneta,42,16311.69
2018-01-01,1,Ciutat Vella,4,"Sant Pere, Santa Caterina i la Ribera",43,22620.07
2018-01-01,1,Ciutat Vella,4,"Sant Pere, Santa Caterina i la Ribera",44,21088.05
2018-01-01,1,Ciutat Vella,4,"Sant Pere, Santa Caterina i la Ribera",45,17004.45
2018-01-01,1,Ciutat Vella,4,"Sant Pere, Santa Caterina i la Ribera",46,18791.05
2018-01-01,1,Ciutat Vella,4,"Sant Pere, Santa Caterina i la Ribera",47,14783.26
2018-01-01,1,Ciutat Vella,4,"Sant Pere, Santa Caterina i la Ribera",48,13159.57
2018-01-01,1,Ciutat Vella,4,"Sant Pere, Santa Caterina i la Ribera",49,16667.35
2018-01-01,1,Ciutat Vella,4,"Sant Pere, Santa Caterina i la Ribera",50,16324.53
2018-01-01,1,Ciutat Vella,4,"Sant Pere, Santa Caterina i la Ribera",51,13514.2
2018-01-01,1,Ciutat Vella,4,"Sant Pere, Santa Caterina i la Ribera",52,24013.41
2018-01-01,1,Ciutat Vella,4,"Sant Pere, Santa Caterina i la Ribera",53,15650.43
2018-01-01,1,Ciutat Vella,4,"Sant Pere, Santa Caterina i la Ribera",54,16659.72
2018-01-01,1,Ciutat Vella,4,"Sant Pere, Santa Caterina i la Ribera",55,19105.97
2018-01-01,2,Eixample,5,el Fort Pienc,1,21419.66
2018-01-01,2,Eixample,5,el Fort Pienc,2,21472.57
2018-01-01,2,Eixample,5,el Fort Pienc,3,23585.12
2018-01-01,2,Eixample,5,el Fort Pienc,4,18065.92
2018-01-01,2,Eixample,5,el Fort Pienc,5,23639.69
2018-01-01,2,Eixample,5,el Fort Pienc,6,23351.98
2018-01-01,2,Eixample,5,el Fort Pienc,7,26537.47
2018-01-01,2,Eixample,5,el Fort Pienc,8,22958.55
2018-01-01,2,Eixample,5,el Fort Pienc,9,22460.43
2018-01-01,2,Eixample,5,el Fort Pienc,10,21073.72
2018-01-01,2,Eixample,5,el Fort Pienc,11,24254.18
2018-01-01,2,Eixample,5,el Fort Pienc,12,18295.67
2018-01-01,2,Eixample,5,el Fort Pienc,13,19653.27
2018-01-01,2,Eixample,5,el Fort Pienc,14,18239.8
2018-01-01,2,Eixample,5,el Fort Pienc,15,18611.19
2018-01-01,2,Eixample,5,el Fort Pienc,16,25018.04
2018-01-01,2,Eixample,5,el Fort Pienc,17,23681.39
2018-01-01,2,Eixample,5,el Fort Pienc,18,24746.8
2018-01-01,2,Eixample,5,el Fort Pienc,19,21879.35
2018-01-01,2,Eixample,5,el Fort Pienc,20,19608.34
2018-01-01,2,Eixample,6,la Sagrada Família,21,20955.72
2018-01-01,2,Eixample,6,la Sagrada Família,22,21591.04
2018-01-01,2,Eixample,6,la Sagrada Família,23,22381.69
2018-01-01,2,Eixample,6,la Sagrada Família,24,19338.99
2018-01-01,2,Eixample,6,la Sagrada Família,25,19037.66
2018-01-01,2,Eixample,6,la Sagrada Família,26,21628.6
2018-01-01,2,Eixample,6,la Sagrada Família,27,22144.65
2018-01-01,2,Eixample,6,la Sagrada Família,28,23684.39
2018-01-01,2,Eixample,6,la Sagrada Família,29,20748.85
2018-01-01,2,Eixample,6,la Sagrada Família,30,16958.6
2018-01-01,2,Eixample,6,la Sagrada Família,31,24705.65
2018-01-01,2,Eixample,6,la Sagrada Família,32,21113.4
2018-01-01,2,Eixample,6,la Sagrada Família,33,22093.69
2018-01-01,2,Eixample,6,la Sagrada Família,34,18837.37
2018-01-01,2,Eixample,6,la Sagrada Família,35,21995.98
2018-01-01,2,Eixample,6,la Sagrada Família,36,24183.42
2018-01-01,2,Eixample,6,la Sagrada Família,37,24922.65
2018-01-01,2,Eixample,6,la Sagrada Família,38,23895.99
2018-01-01,2,Eixample,6,la Sagrada Família,39,21282.73
2018-01-01,2,Eixample,6,la Sagrada Família,40,19528.14
2018-01-01,2,Eixample,6,la Sagrada Família,41,21475.16
2018-01-01,2,Eixample,6,la Sagrada Família,42,25407.21
2018-01-01,2,Eixample,6,la Sagrada Família,43,23333.79
2018-01-01,2,Eixample,6,la Sagrada Família,44,19317.03
2018-01-01,2,Eixample,6,la Sagrada Família,45,22440.26
2018-01-01,2,Eixample,6,la Sagrada Família,46,19814.82
2018-01-01,2,Eixample,6,la Sagrada Família,47,20949.5
2018-01-01,2,Eixample,6,la Sagrada Família,48,20897.96
2018-01-01,2,Eixample,6,la Sagrada Família,49,19741.46
2018-01-01,2,Eixample,6,la Sagrada Família,50,21222.44
2018-01-01,2,Eixample,6,la Sagrada Família,51,20521.64
2018-01-01,2,Eixample,6,la Sagrada Família,52,21960.58
2018-01-01,2,Eixample,6,la Sagrada Família,53,23592.2
2018-01-01,2,Eixample,6,la Sagrada Família,54,23309.3
2018-01-01,2,Eixample,7,la Dreta de l'Eixample,55,23346.87
2018-01-01,2,Eixample,7,la Dreta de l'Eixample,56,24031.82
2018-01-01,2,Eixample,7,la Dreta de l'Eixample,57,30034.33
2018-01-01,2,Eixample,7,la Dreta de l'Eixample,58,27002.11
2018-01-01,2,Eixample,7,la Dreta de l'Eixample,59,27739.32
2018-01-01,2,Eixample,7,la Dreta de l'Eixample,60,23631.73
2018-01-01,2,Eixample,7,la Dreta de l'Eixample,61,23407.7
2018-01-01,2,Eixample,7,la Dreta de l'Eixample,62,28251.23
2018-01-01,2,Eixample,7,la Dreta de l'Eixample,63,34063.58
2018-01-01,2,Eixample,7,la Dreta de l'Eixample,64,29872.24
2018-01-01,2,Eixample,7,la Dreta de l'Eixample,65,26900.69
2018-01-01,2,Eixample,7,la Dreta de l'Eixample,66,24688.16
2018-01-01,2,Eixample,7,la Dreta de l'Eixample,67,22240.72
2018-01-01,2,Eixample,7,la Dreta de l'Eixample,68,23291.06
2018-01-01,2,Eixample,7,la Dreta de l'Eixample,69,24029.52
2018-01-01,2,Eixample,7,la Dreta de l'Eixample,70,26207.77
2018-01-01,2,Eixample,7,la Dreta de l'Eixample,71,29986.6
2018-01-01,2,Eixample,7,la Dreta de l'Eixample,72,32868.36
2018-01-01,2,Eixample,7,la Dreta de l'Eixample,73,29427.94
2018-01-01,2,Eixample,7,la Dreta de l'Eixample,74,30232.43
2018-01-01,2,Eixample,7,la Dreta de l'Eixample,75,26207.5
2018-01-01,2,Eixample,7,la Dreta de l'Eixample,76,30262.8
2018-01-01,2,Eixample,7,la Dreta de l'Eixample,77,29035.06
2018-01-01,2,Eixample,7,la Dreta de l'Eixample,78,31348.0
2018-01-01,2,Eixample,7,la Dreta de l'Eixample,79,33094.92
2018-01-01,2,Eixample,7,la Dreta de l'Eixample,80,34429.33
2018-01-01,2,Eixample,7,la Dreta de l'Eixample,81,32975.63
2018-01-01,2,Eixample,7,la Dreta de l'Eixample,82,30185.82
2018-01-01,2,Eixample,7,la Dreta de l'Eixample,83,40912.62
2018-01-01,2,Eixample,8,l'Antiga Esquerra de l'Eixample,84,28342.2
2018-01-01,2,Eixample,8,l'Antiga Esquerra de l'Eixample,85,27669.07
2018-01-01,2,Eixample,8,l'Antiga Esquerra de l'Eixample,86,29958.0
2018-01-01,2,Eixample,8,l'Antiga Esquerra de l'Eixample,87,26922.55
2018-01-01,2,Eixample,8,l'Antiga Esquerra de l'Eixample,88,27960.15
2018-01-01,2,Eixample,8,l'Antiga Esquerra de l'Eixample,89,26868.76
2018-01-01,2,Eixample,8,l'Antiga Esquerra de l'Eixample,90,23746.8
2018-01-01,2,Eixample,8,l'Antiga Esquerra de l'Eixample,91,26764.86
2018-01-01,2,Eixample,8,l'Antiga Esquerra de l'Eixample,92,24577.22
2018-01-01,2,Eixample,8,l'Antiga Esquerra de l'Eixample,93,26008.97
2018-01-01,2,Eixample,8,l'Antiga Esquerra de l'Eixample,94,25706.2
2018-01-01,2,Eixample,8,l'Antiga Esquerra de l'Eixample,95,25315.31
2018-01-01,2,Eixample,8,l'Antiga Esquerra de l'Eixample,96,23422.6
2018-01-01,2,Eixample,8,l'Antiga Esquerra de l'Eixample,97,22854.91
2018-01-01,2,Eixample,8,l'Antiga Esquerra de l'Eixample,98,23921.48
2018-01-01,2,Eixample,8,l'Antiga Esquerra de l'Eixample,99,26225.77
2018-01-01,2,Eixample,8,l'Antiga Esquerra de l'Eixample,100,25576.59
2018-01-01,2,Eixample,8,l'Antiga Esquerra de l'Eixample,101,24535.02
2018-01-01,2,Eixample,8,l'Antiga Esquerra de l'Eixample,102,29307.44
2018-01-01,2,Eixample,8,l'Antiga Esquerra de l'Eixample,103,21489.62
2018-01-01,2,Eixample,8,l'Antiga Esquerra de l'Eixample,104,27361.42
2018-01-01,2,Eixample,8,l'Antiga Esquerra de l'Eixample,105,22147.53
2018-01-01,2,Eixample,8,l'Antiga Esquerra de l'Eixample,106,27851.23
2018-01-01,2,Eixample,8,l'Antiga Esquerra de l'Eixample,107,29498.92
2018-01-01,2,Eixample,8,l'Antiga Esquerra de l'Eixample,108,32634.97
2018-01-01,2,Eixample,8,l'Antiga Esquerra de l'Eixample,109,32196.45
2018-01-01,2,Eixample,9,la Nova Esquerra de l'Eixample,110,24125.65
2018-01-01,2,Eixample,9,la Nova Esquerra de l'Eixample,111,24932.73
2018-01-01,2,Eixample,9,la Nova Esquerra de l'Eixample,112,29018.61
2018-01-01,2,Eixample,9,la Nova Esquerra de l'Eixample,113,29171.16
2018-01-01,2,Eixample,9,la Nova Esquerra de l'Eixample,114,24163.4
2018-01-01,2,Eixample,9,la Nova Esquerra de l'Eixample,115,22065.39
2018-01-01,2,Eixample,9,la Nova Esquerra de l'Eixample,116,28712.65
2018-01-01,2,Eixample,9,la Nova Esquerra de l'Eixample,117,25325.47
2018-01-01,2,Eixample,9,la Nova Esquerra de l'Eixample,118,27597.17
2018-01-01,2,Eixample,9,la Nova Esquerra de l'Eixample,119,25052.69
2018-01-01,2,Eixample,9,la Nova Esquerra de l'Eixample,120,23582.54
2018-01-01,2,Eixample,9,la Nova Esquerra de l'Eixample,121,25817.32
2018-01-01,2,Eixample,9,la Nova Esquerra de l'Eixample,122,28241.36
2018-01-01,2,Eixample,9,la Nova Esquerra de l'Eixample,123,26187.13
2018-01-01,2,Eixample,9,la Nova Esquerra de l'Eixample,124,25901.69
2018-01-01,2,Eixample,9,la Nova Esquerra de l'Eixample,125,24123.7
2018-01-01,2,Eixample,9,la Nova Esquerra de l'Eixample,126,25899.08
2018-01-01,2,Eixample,9,la Nova Esquerra de l'Eixample,127,23267.18
2018-01-01,2,Eixample,9,la Nova Esquerra de l'Eixample,128,22180.2
